customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,previous_purchases_band,discount_flag,is_subscriber,shipping_speed,payment_group,frequency_band_days,value_score,value_segment
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,11,Bank Transfer,Fortnightly,Young Adult,14,Emerging,True,True,Express,Other,Frequent,0.1992857142857143,Low
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,36,Bank Transfer,Bi-Weekly,Young Adult,14,Established,True,True,Other,Other,Frequent,0.3105,Low
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,23,Debit Card,Annually,Middle-aged,365,Emerging,True,True,Express,Card,Rare,0.5869285714285715,High
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,Yes,37,Bank Transfer,Monthly,Young Adult,30,Established,True,True,Standard,Other,Frequent,0.5869285714285715,High
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,21,Cash,Bi-Weekly,Middle-aged,14,Emerging,True,True,Standard,Cash,Frequent,0.5020714285714286,High
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,22,Debit Card,Bi-Weekly,Adult,14,Emerging,True,True,Standard,Card,Frequent,0.3195,Low
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,9,Cash,Monthly,Young Adult,30,New/Low,True,True,Standard,Cash,Frequent,0.42942857142857144,Mid
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,16,Venmo,Annually,Adult,365,Emerging,True,True,Express,Digital Wallet,Rare,0.20442857142857143,Low
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,4,PayPal,Quarterly,Senior,90,New/Low,True,True,Standard,Digital Wallet,Occasional,0.2217857142857143,Low
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,3,Debit Card,Bi-Weekly,Young Adult,14,New/Low,True,True,Express,Card,Frequent,0.3053571428571429,Low
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,6,Debit Card,Annually,Young Adult,365,New/Low,True,True,Other,Card,Rare,0.18064285714285716,Low
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,18,Venmo,Fortnightly,Middle-aged,14,Emerging,True,True,Standard,Digital Wallet,Frequent,0.26678571428571424,Low
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,34,Venmo,Bi-Weekly,Young Adult,14,Established,True,True,Standard,Digital Wallet,Frequent,0.5091428571428571,High
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,26,Credit Card,Monthly,Middle-aged,30,Established,True,True,Standard,Card,Frequent,0.6332142857142857,VIP
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,50,PayPal,Weekly,Senior,7,Heavy,True,True,Standard,Digital Wallet,Very Frequent,0.48150000000000004,High
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,40,Bank Transfer,Monthly,Middle-aged,30,Established,True,True,Express,Other,Frequent,0.34971428571428564,Low
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,24,Cash,Quarterly,Senior,90,Emerging,True,True,Standard,Cash,Occasional,0.7013571428571429,VIP
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,33,PayPal,Annually,Senior,365,Established,True,True,Express,Digital Wallet,Rare,0.30921428571428566,Low
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,19,Credit Card,Every 3 Months,Senior,90,Emerging,True,True,Other,Card,Occasional,0.30471428571428566,Low
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,24,Credit Card,Quarterly,Middle-aged,90,Emerging,True,True,Other,Card,Occasional,0.2648571428571429,Low
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,19,Credit Card,Weekly,Young Adult,7,Emerging,True,True,Standard,Card,Very Frequent,0.5657142857142857,High
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,4,Credit Card,Bi-Weekly,Middle-aged,14,New/Low,True,True,Standard,Card,Frequent,0.2172857142857143,Low
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,11,Venmo,Every 3 Months,Senior,90,Emerging,True,True,Standard,Digital Wallet,Occasional,0.3477857142857143,Low
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,28,PayPal,Fortnightly,Young Adult,14,Established,True,True,Express,Digital Wallet,Frequent,0.5065714285714287,High
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,24,PayPal,Weekly,Young Adult,7,Emerging,True,True,Other,Digital Wallet,Very Frequent,0.6698571428571429,VIP
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,25,Credit Card,Every 3 Months,Middle-aged,90,Emerging,True,True,Standard,Card,Occasional,0.6087857142857143,VIP
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,27,Bank Transfer,Every 3 Months,Adult,90,Established,True,True,Express,Other,Occasional,0.37414285714285717,Mid
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,49,Venmo,Weekly,Young Adult,7,Heavy,True,True,Express,Digital Wallet,Very Frequent,0.5605714285714285,High
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,45,Credit Card,Bi-Weekly,Adult,14,Heavy,True,True,Express,Card,Frequent,0.6518571428571429,VIP
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,26,PayPal,Annually,Senior,365,Established,True,True,Standard,Digital Wallet,Rare,0.4262142857142857,Mid
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,4,Cash,Annually,Young Adult,365,New/Low,True,True,Express,Cash,Rare,0.24878571428571433,Low
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,3,Credit Card,Every 3 Months,Young Adult,90,New/Low,True,True,Standard,Card,Occasional,0.12985714285714287,Low
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,45,Venmo,Bi-Weekly,Senior,14,Heavy,True,True,Standard,Digital Wallet,Frequent,0.4313571428571429,Mid
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,21,Cash,Fortnightly,Senior,14,Emerging,True,True,Standard,Cash,Frequent,0.3175714285714286,Low
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,50,Cash,Fortnightly,Middle-aged,14,Heavy,True,True,Standard,Cash,Frequent,0.7965,VIP
312,69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,19,Bank Transfer,Monthly,Senior,30,Emerging,True,True,Other,Other,Frequent,0.4037142857142857,Mid
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,6,PayPal,Annually,Adult,365,New/Low,True,True,Express,Digital Wallet,Rare,0.4236428571428572,Mid
314,42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,50,Credit Card,Every 3 Months,Adult,90,Heavy,True,True,Express,Card,Occasional,0.6795,VIP
315,30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,17,Debit Card,Every 3 Months,Young Adult,90,Emerging,True,True,Other,Card,Occasional,0.19285714285714284,Low
316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,24,Debit Card,Annually,Senior,365,Emerging,True,True,Express,Card,Rare,0.34585714285714286,Low
317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,46,Venmo,Monthly,Adult,30,Heavy,True,True,Standard,Digital Wallet,Frequent,0.3702857142857142,Mid
318,58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,42,Cash,Every 3 Months,Senior,90,Heavy,True,True,Standard,Cash,Occasional,0.7045714285714286,VIP
319,45,Male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,10,Cash,Annually,Middle-aged,365,New/Low,True,True,Standard,Cash,Rare,0.26935714285714285,Low
320,47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,1,Cash,Every 3 Months,Middle-aged,90,New/Low,True,True,Standard,Cash,Occasional,0.25200000000000006,Low
321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,28,Debit Card,Quarterly,Senior,90,Established,True,True,Standard,Card,Occasional,0.6235714285714286,VIP
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,48,Debit Card,Quarterly,Adult,90,Heavy,True,True,Standard,Card,Occasional,0.5721428571428572,High
323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Yes,Standard,Yes,47,Credit Card,Monthly,Adult,30,Heavy,True,True,Standard,Card,Frequent,0.6782142857142858,VIP
324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,29,PayPal,Bi-Weekly,Senior,14,Established,True,True,Express,Digital Wallet,Frequent,0.531,High
325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,37,Venmo,Quarterly,Adult,90,Established,True,True,Standard,Digital Wallet,Occasional,0.7174285714285714,VIP
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,38,Debit Card,Annually,Senior,365,Established,True,True,Standard,Card,Rare,0.6248571428571428,VIP
327,62,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,Yes,Store Pickup,Yes,48,Bank Transfer,Weekly,Senior,7,Heavy,True,True,Other,Other,Very Frequent,0.45964285714285724,Mid
328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,36,PayPal,Weekly,Senior,7,Established,True,True,Standard,Digital Wallet,Very Frequent,0.378,Mid
329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,9,Credit Card,Weekly,Middle-aged,7,New/Low,True,True,Standard,Card,Very Frequent,0.2134285714285714,Low
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,34,Bank Transfer,Monthly,Senior,30,Established,True,True,Standard,Other,Frequent,0.2976428571428571,Low
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.7,Yes,Express,Yes,43,Venmo,Bi-Weekly,Middle-aged,14,Heavy,True,True,Express,Digital Wallet,Frequent,0.5175000000000001,High
332,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,46,PayPal,Quarterly,Young Adult,90,Heavy,True,True,Other,Digital Wallet,Occasional,0.7122857142857143,VIP
333,19,Male,Shirt,Clothing,86,New York,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,5,Credit Card,Monthly,Young Adult,30,New/Low,True,True,Standard,Card,Frequent,0.3497142857142857,Low
334,39,Male,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,Yes,Standard,Yes,15,Bank Transfer,Bi-Weekly,Adult,14,Emerging,True,True,Standard,Other,Frequent,0.468,Mid
335,41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,30,Credit Card,Annually,Adult,365,Established,True,True,Express,Card,Rare,0.31242857142857144,Low
336,20,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,44,Venmo,Every 3 Months,Young Adult,90,Heavy,True,True,Standard,Digital Wallet,Occasional,0.6769285714285714,VIP
337,36,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Yes,Express,Yes,16,PayPal,Annually,Adult,365,Emerging,True,True,Express,Digital Wallet,Rare,0.5419285714285715,High
338,32,Male,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,16,Bank Transfer,Annually,Adult,365,Emerging,True,True,Standard,Other,Rare,0.43392857142857144,Mid
339,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,16,Cash,Weekly,Senior,7,Emerging,True,True,Express,Cash,Very Frequent,0.4519285714285715,Mid
340,40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,21,Credit Card,Every 3 Months,Adult,90,Emerging,True,True,Standard,Card,Occasional,0.3040714285714286,Low
341,40,Male,Shorts,Clothing,47,New Jersey,L,Blue,Summer,3.5,Yes,Express,Yes,39,Venmo,Every 3 Months,Adult,90,Established,True,True,Express,Digital Wallet,Occasional,0.4557857142857143,Mid
342,20,Male,Hat,Accessories,20,Utah,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,40,Debit Card,Bi-Weekly,Young Adult,14,Established,True,True,Other,Card,Frequent,0.43971428571428567,Mid
343,64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,48,Credit Card,Every 3 Months,Senior,90,Heavy,True,True,Express,Card,Occasional,0.3831428571428572,Mid
344,27,Male,Sandals,Footwear,39,Nebraska,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,26,Venmo,Monthly,Young Adult,30,Established,True,True,Express,Digital Wallet,Frequent,0.41721428571428576,Mid
345,24,Male,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,4.0,Yes,Standard,Yes,46,Debit Card,Monthly,Young Adult,30,Heavy,True,True,Standard,Card,Frequent,0.6537857142857143,VIP
346,48,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,27,Bank Transfer,Annually,Middle-aged,365,Established,True,True,Express,Other,Rare,0.5136428571428572,High
347,49,Male,Jeans,Clothing,50,New Mexico,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,5,Cash,Weekly,Middle-aged,7,New/Low,True,True,Express,Cash,Very Frequent,0.35871428571428576,Mid
348,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Store Pickup,Yes,43,PayPal,Fortnightly,Adult,14,Heavy,True,True,Other,Digital Wallet,Frequent,0.49050000000000005,High
349,56,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,17,PayPal,Fortnightly,Middle-aged,14,Emerging,True,True,Standard,Digital Wallet,Frequent,0.2963571428571429,Low
350,37,Male,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,3,Bank Transfer,Bi-Weekly,Adult,14,New/Low,True,True,Standard,Other,Frequent,0.4223571428571429,Mid
351,42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,47,Bank Transfer,Fortnightly,Adult,14,Heavy,True,True,Standard,Other,Frequent,0.5207142857142857,High
352,28,Male,Skirt,Clothing,90,New York,M,Teal,Winter,3.9,Yes,Standard,Yes,24,Debit Card,Bi-Weekly,Young Adult,14,Emerging,True,True,Standard,Card,Frequent,0.588857142857143,High
353,27,Male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,12,Cash,Every 3 Months,Young Adult,90,Emerging,True,True,Express,Cash,Occasional,0.5162142857142857,High
354,63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,35,Debit Card,Monthly,Senior,30,Established,True,True,Other,Card,Frequent,0.5605714285714285,High
355,58,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3.0,Yes,Free Shipping,Yes,42,Venmo,Weekly,Senior,7,Heavy,True,True,Standard,Digital Wallet,Very Frequent,0.5605714285714286,High
356,37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,1,PayPal,Every 3 Months,Adult,90,New/Low,True,True,Standard,Digital Wallet,Occasional,0.24300000000000002,Low
357,56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,3.7,Yes,Standard,Yes,27,Cash,Weekly,Middle-aged,7,Established,True,True,Standard,Cash,Very Frequent,0.5451428571428572,High
358,18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4.0,Yes,Standard,Yes,16,Credit Card,Bi-Weekly,Young Adult,14,Emerging,True,True,Standard,Card,Frequent,0.39342857142857146,Mid
359,48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Yes,Express,Yes,36,Credit Card,Every 3 Months,Middle-aged,90,Established,True,True,Express,Card,Occasional,0.34650000000000003,Low
360,31,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3.0,Yes,Store Pickup,Yes,30,Credit Card,Every 3 Months,Young Adult,90,Established,True,True,Other,Card,Occasional,0.4744285714285714,High
361,51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Yes,Standard,Yes,18,Debit Card,Fortnightly,Middle-aged,14,Emerging,True,True,Standard,Card,Frequent,0.1992857142857143,Low
362,65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,Free Shipping,Yes,45,Cash,Annually,Senior,365,Heavy,True,True,Standard,Cash,Rare,0.6338571428571429,VIP
363,53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,1,Venmo,Fortnightly,Middle-aged,14,New/Low,True,True,Standard,Digital Wallet,Frequent,0.2790000000000001,Low
364,55,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,42,Bank Transfer,Fortnightly,Middle-aged,14,Heavy,True,True,Standard,Other,Frequent,0.6235714285714287,VIP
365,62,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Yes,Free Shipping,Yes,7,Venmo,Every 3 Months,Senior,90,New/Low,True,True,Standard,Digital Wallet,Occasional,0.3895714285714286,Mid
366,55,Male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Yes,Standard,Yes,50,PayPal,Quarterly,Middle-aged,90,Heavy,True,True,Standard,Digital Wallet,Occasional,0.729,VIP
367,64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,37,Venmo,Fortnightly,Senior,14,Established,True,True,Other,Digital Wallet,Frequent,0.39342857142857146,Mid
368,52,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,Store Pickup,Yes,18,Bank Transfer,Monthly,Middle-aged,30,Emerging,True,True,Other,Other,Frequent,0.22628571428571426,Low
369,24,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Standard,Yes,29,Cash,Monthly,Young Adult,30,Established,True,True,Standard,Cash,Frequent,0.4455,Mid
370,38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,45,PayPal,Quarterly,Adult,90,Heavy,True,True,Other,Digital Wallet,Occasional,0.4448571428571428,Mid
371,59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Express,Yes,13,PayPal,Weekly,Senior,7,Emerging,True,True,Express,Digital Wallet,Very Frequent,0.2211428571428571,Low
372,27,Male,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,47,PayPal,Monthly,Young Adult,30,Heavy,True,True,Standard,Digital Wallet,Frequent,0.6422142857142857,VIP
373,24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Standard,Yes,7,Debit Card,Weekly,Young Adult,7,New/Low,True,True,Standard,Card,Very Frequent,0.4390714285714286,Mid
374,23,Male,Coat,Outerwear,27,North Dakota,L,White,Summer,4.6,Yes,Express,Yes,11,Venmo,Bi-Weekly,Young Adult,14,Emerging,True,True,Express,Digital Wallet,Frequent,0.28478571428571425,Low
375,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5.0,Yes,Store Pickup,Yes,39,Bank Transfer,Monthly,Senior,30,Established,True,True,Other,Other,Frequent,0.7302857142857143,VIP
376,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Standard,Yes,6,Debit Card,Quarterly,Senior,90,New/Low,True,True,Standard,Card,Occasional,0.2571428571428572,Low
377,51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,Express,Yes,2,Venmo,Bi-Weekly,Middle-aged,14,New/Low,True,True,Express,Digital Wallet,Frequent,0.36192857142857154,Mid
378,63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Standard,Yes,39,Credit Card,Every 3 Months,Senior,90,Established,True,True,Standard,Card,Occasional,0.4422857142857142,Mid
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,Next Day Air,Yes,23,Credit Card,Monthly,Middle-aged,30,Emerging,True,True,Express,Card,Frequent,0.5464285714285715,High
380,32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,2-Day Shipping,Yes,46,Debit Card,Bi-Weekly,Adult,14,Heavy,True,True,Standard,Card,Frequent,0.5277857142857143,High
381,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Yes,Store Pickup,Yes,19,Bank Transfer,Weekly,Adult,7,Emerging,True,True,Other,Other,Very Frequent,0.38121428571428567,Mid
382,66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,Store Pickup,Yes,3,Credit Card,Every 3 Months,Senior,90,New/Low,True,True,Other,Card,Occasional,0.11635714285714285,Low
383,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,47,PayPal,Quarterly,Young Adult,90,Heavy,True,True,Other,Digital Wallet,Occasional,0.6107142857142858,VIP
384,50,Male,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,3.8,Yes,Standard,Yes,6,PayPal,Quarterly,Middle-aged,90,New/Low,True,True,Standard,Digital Wallet,Occasional,0.4056428571428572,Mid
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Yes,2-Day Shipping,Yes,6,Venmo,Annually,Senior,365,New/Low,True,True,Standard,Digital Wallet,Rare,0.27064285714285713,Low
386,67,Male,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,2.7,Yes,Next Day Air,Yes,12,Credit Card,Bi-Weekly,Senior,14,Emerging,True,True,Express,Card,Frequent,0.4172142857142857,Mid
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,40,PayPal,Quarterly,Senior,90,Established,True,True,Express,Digital Wallet,Occasional,0.4172142857142857,Mid
388,45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,Store Pickup,Yes,38,PayPal,Fortnightly,Middle-aged,14,Established,True,True,Other,Digital Wallet,Frequent,0.7553571428571428,VIP
389,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,10,PayPal,Quarterly,Young Adult,90,New/Low,True,True,Other,Digital Wallet,Occasional,0.3548571428571429,Low
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Standard,Yes,28,Bank Transfer,Monthly,Young Adult,30,Established,True,True,Standard,Other,Frequent,0.4255714285714286,Mid
391,25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,2-Day Shipping,Yes,19,PayPal,Annually,Young Adult,365,Emerging,True,True,Standard,Digital Wallet,Rare,0.4082142857142857,Mid
392,37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Standard,Yes,25,Cash,Fortnightly,Adult,14,Emerging,True,True,Standard,Cash,Frequent,0.6582857142857143,VIP
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,38,Credit Card,Annually,Young Adult,365,Established,True,True,Express,Card,Rare,0.5888571428571429,High
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Standard,Yes,6,PayPal,Fortnightly,Adult,14,New/Low,True,True,Standard,Digital Wallet,Frequent,0.3876428571428572,Mid
395,43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Yes,Store Pickup,Yes,7,Debit Card,Bi-Weekly,Adult,14,New/Low,True,True,Other,Card,Frequent,0.2860714285714286,Low
396,37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Store Pickup,Yes,2,PayPal,Annually,Adult,365,New/Low,True,True,Other,Digital Wallet,Rare,0.4249285714285715,Mid
397,46,Male,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Yes,Standard,Yes,24,Bank Transfer,Annually,Middle-aged,365,Emerging,True,True,Standard,Other,Rare,0.579857142857143,High
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3.0,Yes,Free Shipping,Yes,26,Cash,Annually,Young Adult,365,Established,True,True,Standard,Cash,Rare,0.32271428571428573,Low
399,20,Male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,25,Debit Card,Every 3 Months,Young Adult,90,Emerging,True,True,Standard,Card,Occasional,0.5547857142857142,High
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,10,Debit Card,Monthly,Senior,30,New/Low,True,True,Standard,Card,Frequent,0.21535714285714286,Low
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,Free Shipping,Yes,14,PayPal,Fortnightly,Adult,14,Emerging,True,True,Standard,Digital Wallet,Frequent,0.49757142857142855,High
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Standard,Yes,21,Cash,Quarterly,Adult,90,Emerging,True,True,Standard,Cash,Occasional,0.6550714285714285,VIP
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Yes,Express,Yes,26,PayPal,Monthly,Young Adult,30,Established,True,True,Express,Digital Wallet,Frequent,0.46671428571428575,Mid
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,12,Bank Transfer,Annually,Young Adult,365,Emerging,True,True,Express,Other,Rare,0.3632142857142857,Mid
